TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID
357276	species	2_976_200643_171549_815_816_357276	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesdorei	0.1244	NA
1424294	species	2_1239_186801_186802_31979_390805_1424294	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Geosporobacter_Geosporobacterferrireducens	0	NA
1078087	species	2_976_200643_171549_2005525_375288_1078087	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_HGS0025	2.0244	NA
1131336	species	2_74201_203494_48461_1647988_239934_1131336	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiasp_KLE1605	0.1572	NA
1917876	species	2_1239_186801_186802_186803_572511_1917876	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_Marseille-P3087	0	NA
1917878	species	2_976_200643_171549_171552_838_1917878	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaihumii	0	NA
1761780	species	2_1239_186801_186802_186803_830_1761780	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_ob235	0	NA
1917883	species	2_976_200643_171549_815_816_1917883	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_Marseille-P3166	0.1376	NA
959	species	2_1224_1553900_213481_213483_958_959	Bacteria_Proteobacteria_Oligoflexia_Bdellovibrionales_Bdellovibrionaceae_Bdellovibrio_Bdellovibriobacteriovorus	0	NA
1907654	species	2_201174_84998_84999_84107_102106_1907654	Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_Collinsellabouchesdurhonensis	0	NA
1907658	species	2_976_200643_171549_815_816_1907658	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_Marseille-P3208T	0.0525	NA
1907659	species	2_1239_186801_186802_186803_572511_1907659	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_Marseille-P3201T	0	NA
185293	species	2_976_200643_171549_171552_838_185293	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaoryzae	0	NA
1852366	species	2_1239_526524_526525_128827_61170_1852366	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_Holdemaniasp_Marseille-P2844	0	NA
1852370	species	2_976_200643_171549_171552_1926672_1852370	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellamassilia_Prevotellamassiliatimonensis	0	NA
1673721	species	2_1239_186801_186802_1392389_1673721	Bacteria_Firmicutes_Clostridia_Clostridiales_Intestinimonas_Intestinimonasmassiliensis	0	NA
1520804	species	2_1239_186801_186802_186803_46205_1520804	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_AR14	0	NA
43995	species	2_1239_186801_186802_186803_43994_43995	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Johnsonella_Johnsonellaignava	0	NA
1852381	species	2_1224_28216_80840_995019_1980697_1852381	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Sutterellaceae_Duodenibacillus_Duodenibacillusmassiliensis	0	NA
1852383	species	2_1239_186801_186802_541000_1852383	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumMarseille-P2935	0	NA
474960	species	2_1239_186801_186802_541000_596767_474960	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Hydrogenoanaerobacterium_Hydrogenoanaerobacteriumsaccharovorans	0	NA
1852386	species	2_201174_84998_84999_1643824_133925_1852386	Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Atopobiaceae_Olsenella_Olsenellasp_Marseille-P2912	0	NA
89059	species	2_1239_91061_186826_33958_1578_89059	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusacidipiscis	0.0786	NA
80869	species	2_1224_28216_80840_80864_12916_80869	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Acidovorax_Acidovoraxcitrulli	0	NA
1520807	species	2_1239_186801_186802_186803_830_1520807	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_INlla16	0	NA
197614	species	2_1239_91061_186826_1300_1301_197614	Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcuspasteurianus	0	NA
35825	species	2_1239_186801_186802_541000_1486726_35825	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudobacteroides_Pseudobacteroidescellulosolvens	0	NA
35830	species	2_1239_186801_186802_541000_35829_35830	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetivibrio_Acetivibriocellulolyticus	0	NA
259063	species	2_1239_186801_186802_186803_1843210_259063	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumnajejuensis	0	NA
41976	species	2_976_200643_171549_171551_836_41976	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonascatoniae	0	NA
35833	species	2_1224_28221_213115_194924_35832_35833	Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_Bilophilawadsworthia	0	NA
853	species	2_1239_186801_186802_541000_216851_853	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacteriumprausnitzii	0	NA
246787	species	2_976_200643_171549_815_816_246787	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidescellulosilyticus	0	NA
637971	species	2_1239_91061_186826_33958_1578_637971	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluskoreensis	0	NA
310297	species	2_976_200643_171549_815_816_310297	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesplebeius	0.0166	NA
140314	species	2_1239_91061_186826_186828_82802_140314	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Trichococcus_Trichococcuspalustris	0	NA
310300	species	2_976_200643_171549_815_816_310300	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidespyogenes	0	NA
1589	species	2_1239_91061_186826_33958_1578_1589	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluspentosus	0	NA
1037355	species	2_976_200643_171549_2005525_375288_1037355	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroideschartae	0.0001	NA
1473580	species	2_1239_186801_186802_1185407_1185408_1473580	Bacteria_Firmicutes_Clostridia_Clostridiales_Defluviitaleaceae_Defluviitalea_Defluviitaleaphaphyphila	0	NA
46125	species	2_1239_91061_186826_186827_46123_46125	Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_Abiotrophiadefectiva	0	NA
29360	species	2_1239_186801_186802_186803_698776_29360	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_Cellulosilyticumlentocellum	0	NA
1944636	species	2_976_200643_171549_2005525_375288_1944636	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_Marseille-P3668	0	NA
1944639	species	2_1239_186801_186802_541000_1924093_1944639	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaeromassilibacillus_Anaeromassilibacillussp_Marseille-P3371	0	NA
89153	species	2_1239_186801_186802_186803_1506553_89153	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]hylemonae	0	NA
1549	species	2_1239_186801_186802_541000_1508657_1549	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]sporosphaeroides	0	NA
633701	species	2_976_200643_171549_171552_838_633701	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasaccharolytica	3.6042	NA
287844	species	2_1239_91061_186826_33958_1578_287844	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusconcavus	0	NA
328812	species	2_976_200643_171549_2005525_375288_328812	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesgoldsteinii	0	NA
328813	species	2_976_200643_171549_171550_239759_328813	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesonderdonkii	0	NA
328814	species	2_976_200643_171549_171550_239759_328814	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesshahii	0	NA
148604	species	2_1239_91061_186826_33958_1578_148604	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusingluviei	0.0052	NA
46206	species	2_1239_186801_186802_186803_46205_46206	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibrioruminis	0	NA
1870987	species	2_201174_84998_84999_84107_102106_1870987	Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_Collinsellavaginalis	0	NA
46228	species	2_1239_186801_186802_541000_1263_46228	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcuslactaris	0	NA
1520801	species	2_1239_186801_186802_186803_46205_1520801	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_ACV-2	0.0197	NA
1520802	species	2_1239_186801_186802_186803_46205_1520802	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_YE44	0	NA
1805476	species	2_1239_186801_186802_186803_572511_1805476	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_Marseille-P2398	0	NA
1871013	species	2_976_200643_171549_2005525_375288_1871013	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidestimonensis	0.0393	NA
1871015	species	2_1239_186801_186802_1017280_1871015	Bacteria_Firmicutes_Clostridia_Clostridiales_Pseudoflavonifractor_Pseudoflavonifractorsp_Marseille-P3106	0	NA
1520808	species	2_1239_186801_186802_186803_830_1520808	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_INlla14	0	NA
1520809	species	2_1239_186801_186802_186803_830_1520809	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_TB	0	NA
1871018	species	2_1239_186801_186802_541000_1935176_1871018	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Angelakisella_Angelakisellamassiliensis	0	NA
1520811	species	2_1239_186801_186802_186803_830_1520811	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_INlla21	0	NA
1520812	species	2_1239_186801_186802_186803_830_1520812	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_YAB3001	0	NA
1871021	species	2_1239_186801_186802_186803_1506553_1871021	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Lachnoclostridiumphocaeense	0	NA
1520815	species	2_1239_186801_186802_541000_1520815	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumD5	0	NA
408753	species	2_1239_186801_186802_31979_516086_408753	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridiisalibacter_Clostridiisalibacterpaucivorans	0	NA
1520819	species	2_1239_186801_186802_541000_1520819	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumYRB3002	0	NA
1520820	species	2_1239_186801_186802_186803_1520820	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumXBD2001	0	NA
1520821	species	2_1239_186801_186802_186803_1520821	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumA10	0	NA
1520822	species	2_1239_186801_186802_186803_1520822	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumC10	0	NA
1520823	species	2_1239_186801_186802_186803_1520823	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumNE2001	0	NA
1520825	species	2_1239_186801_186802_186803_1520825	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumXPB1003	0	NA
1520826	species	2_1239_186801_186802_186803_1520826	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumXBB2008	0	NA
1520827	species	2_1239_186801_186802_186803_1520827	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumXBB1006	0	NA
1520830	species	2_976_200643_171549_171552_1520830	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_PrevotellaceaebacteriumHUN156	0	NA
1739298	species	2_976_200643_171549_815_816_1739298	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_HMSC067B03	0.0101	NA
1297617	species	2_1239_186801_186802_1392389_1297617	Bacteria_Firmicutes_Clostridia_Clostridiales_Intestinimonas_Intestinimonasbutyriciproducens	0	NA
1834196	species	2_1239_186801_186802_186803_1506553_1834196	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Lachnoclostridiumsp_YL32	0	NA
1834198	species	2_1239_186801_186802_541000_1508657_1834198	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_Ruminiclostridiumsp_KB18	0	NA
1834200	species	2_976_200643_171549_2005525_375288_1834200	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_YL27	0.0025	NA
109790	species	2_1239_91061_186826_33958_1578_109790	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusjensenii	0.0393	NA
658655	species	2_1239_186801_186802_186803_658655	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium1_4_56FAA	0.2948	NA
658656	species	2_1239_186801_186802_186803_658656	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium6_1_37FAA	0	NA
658657	species	2_1239_526524_526525_128827_658657	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelotrichaceaebacterium21_3	0	NA
556258	species	2_976_200643_171549_815_816_556258	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_D1	0	NA
341220	species	2_1239_186801_186802_31979_420345_341220	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Lactonifactor_Lactonifactorlongoviformis	0	NA
658661	species	2_976_200643_171549_2005525_375288_658661	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_D25	0.0197	NA
658662	species	2_976_200643_171549_2005525_375288_658662	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_D26	0	NA
658665	species	2_1239_186801_186802_186803_189330_658665	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Doreasp_D27	0	NA
1261	species	2_1239_186801_186802_186804_1257_1261	Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus_Peptostreptococcusanaerobius	0	NA
556270	species	2_1239_526524_526525_128827_100883_556270	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_Coprobacillussp_D7	0	NA
1264	species	2_1239_186801_186802_541000_1263_1264	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusalbus	0	NA
1265	species	2_1239_186801_186802_541000_1263_1265	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens	0	NA
164393	species	2_1239_91061_186826_33958_1578_164393	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusfuchuensis	0	NA
1658108	species	2_1239_186801_186802_186803_1973274_1658108	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Niameybacter_Niameybactermassiliensis	0	NA
1658112	species	2_1239_186801_186802_186806_1730_1658112	Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacteriumsp_SB2	0	NA
1520805	species	2_1239_186801_186802_186803_572511_1520805	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_SF-50	0	NA
437507	species	2_1224_28211_204455_69657_437506_437507	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Hyphomonadaceae_Robiginitomaculum_Robiginitomaculumantarcticum	0	NA
290052	species	2_1239_186801_186802_541000_35829_290052	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetivibrio_Acetivibrioethanolgignens	0	NA
1484053	species	2_976_200643_1970189_1471398_1573806_1484053	Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Prolixibacteraceae_Mariniphaga_Mariniphagaanaerophila	0	NA
189723	species	2_976_200643_171549_171552_838_189723	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellamicans	0	NA
351091	species	2_1239_186801_186802_216572_459786_351091	Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_Oscillibactervalericigenes	0	NA
83231	species	2_976_200643_171549_171552_838_83231	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabrevis	0	NA
1313	species	2_1239_91061_186826_1300_1301_1313	Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcuspneumoniae	0	NA
1619234	species	2_1239_186801_186802_186803_1855714_1619234	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerobium_Anaerobiumacetethylicum	0	NA
77095	species	2_976_200643_171549_171552_838_77095	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabryantii	0	NA
1322	species	2_1239_186801_186802_186803_572511_1322	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiahansenii	0	NA
1408305	species	2_1239_186801_186802_186803_830_1408305	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_LB2008	0	NA
1408306	species	2_1239_186801_186802_186803_830_1408306	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_MC2021	0	NA
1410611	species	2_1239_186801_186802_186803_830_1410611	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_WCE2006	0	NA
1408309	species	2_976_200643_171549_171552_838_1408309	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_FD3004	0	NA
1408311	species	2_1239_186801_186802_186803_265975_1408311	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_FC2011	0	NA
1408312	species	2_1239_186801_186802_186803_46205_1408312	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_LB2011	0	NA
165179	species	2_976_200643_171549_171552_838_165179	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellacopri	0	NA
1408319	species	2_1239_186801_186802_186803_1408319	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAB2028	0	NA
1408320	species	2_1239_186801_186802_186803_1408320	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAC2014	0	NA
1408321	species	2_1239_186801_186802_186803_1408321	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAC2028	0	NA
1408322	species	2_1239_186801_186802_186803_1408322	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAC3007	0	NA
1408323	species	2_1239_186801_186802_186803_1408323	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumMA2020	0	NA
1408324	species	2_1239_186801_186802_186803_1408324	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumMC2017	0	NA
1351	species	2_1239_91061_186826_81852_1350_1351	Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_Enterococcusfaecalis	0.1179	NA
1352	species	2_1239_91061_186826_81852_1350_1352	Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_Enterococcusfaecium	0.1179	NA
1358	species	2_1239_91061_186826_1300_1357_1358	Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus_Lactococcuslactis	0.0393	NA
52560	species	2_1224_28221_213115_213116_898_52560	Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfomicrobiaceae_Desulfomicrobium_Desulfomicrobiumapsheronum	0	NA
140626	species	2_1239_186801_186802_186803_140625_140626	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_Lachnobacteriumbovis	0	NA
1470350	species	2_1239_526524_526525_128827_1470349_1470350	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_CandidatusStoquefichus_CandidatusStoquefichusmassiliensis	0	NA
1297750	species	2_976_200643_171549_815_816_1297750	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesluti	0	NA
1254	species	2_1239_91061_186826_33958_1253_1254	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_Pediococcusacidilactici	0	NA
386414	species	2_976_200643_171549_171552_838_386414	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellatimonensis	0	NA
1597	species	2_1239_91061_186826_33958_1578_1597	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusparacasei	0	NA
105841	species	2_1239_186801_186802_186803_207244_105841	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipescaccae	0	NA
95605	species	2_1224_28211_204441_41295_191_95605	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_Azospirillumsp_B4	1.1585	NA
341225	species	2_1239_526524_526525_128827_1505663_341225	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_[Clostridium]saccharogumia	0	NA
1574265	species	2_74201_203494_48461_1647988_239934_1574265	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiasp_KLE1798	0.0197	NA
116090	species	2_1239_186801_186802_31979_171003_116090	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloranaerobacter_Caloranaerobacterazorensis	0	NA
1599	species	2_1239_91061_186826_33958_1578_1599	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillussakei	0.0393	NA
28038	species	2_1239_91061_186826_33958_1578_28038	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluscurvatus	0	NA
1601	species	2_1239_91061_186826_33958_1578_1601	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusagilis	0.3538	NA
28051	species	2_1239_186801_186802_186803_28050_28051	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_Lachnospiramultipara	0.0022	NA
28052	species	2_1239_186801_186802_186803_28050_28052	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_Lachnospirapectinoschiza	0	NA
439703	species	2_976_200643_171549_171552_838_439703	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellamaculosa	0	NA
1410628	species	2_1239_186801_186802_186803_1410628	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumND2006	0	NA
1465754	species	2_976_200643_171549_171550_239759_1465754	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipestimonensis	0.0393	NA
652706	species	2_1239_186801_186802_186803_265975_652706	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_oraltaxon078	0	NA
1703332	species	2_1239_186801_186802_186803_1703332	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumTF01-11	0	NA
1606	species	2_1239_91061_186826_33958_1578_1606	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusaviarius	0	NA
46503	species	2_976_200643_171549_2005525_375288_46503	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesmerdae	0.0393	NA
46506	species	2_976_200643_171549_815_816_46506	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesstercoris	0	NA
652716	species	2_976_200643_171549_171552_838_652716	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_oraltaxon299	0	NA
1410632	species	2_1239_186801_186802_186803_1410632	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumV9D3004	0	NA
626933	species	2_976_200643_171549_1853231_283168_626933	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_Odoribacterlaneus	0	NA
552398	species	2_1239_186801_186802_541000_552398	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumD16	0	NA
28111	species	2_976_200643_171549_815_816_28111	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroideseggerthii	0.0393	NA
